"P1","P2","P3","P4","P5","Gold","Silver","Bronze","TotalScore","MedalCount","VT","BB","UB","FX"
"biles_simone","skinner_mykayla","lee_sunisa","carey_jade","roberson_joscelyn",2,0,0,204,2,"biles_simone, skinner_mykayla, lee_sunisa, roberson_joscelyn","skinner_mykayla, carey_jade, lee_sunisa, roberson_joscelyn","roberson_joscelyn, skinner_mykayla, carey_jade, biles_simone","biles_simone, carey_jade, roberson_joscelyn, skinner_mykayla"
"biles_simone","lee_sunisa","chiles_jordan","carey_jade","roberson_joscelyn",2,1,1,204,3,"chiles_jordan, lee_sunisa, biles_simone, carey_jade","chiles_jordan, roberson_joscelyn, biles_simone, lee_sunisa","chiles_jordan, lee_sunisa, roberson_joscelyn, carey_jade","lee_sunisa, roberson_joscelyn, biles_simone, chiles_jordan"
"skinner_mykayla","lee_sunisa","miller_zoe","carey_jade","roberson_joscelyn",1,2,3,204,3,"skinner_mykayla, carey_jade, lee_sunisa, roberson_joscelyn","skinner_mykayla, lee_sunisa, carey_jade, roberson_joscelyn","carey_jade, roberson_joscelyn, miller_zoe, skinner_mykayla","carey_jade, roberson_joscelyn, skinner_mykayla, miller_zoe"
"lee_sunisa","chiles_jordan","blakely_skye","miller_zoe","carey_jade",2,2,0,204,4,"blakely_skye, carey_jade, lee_sunisa, miller_zoe","blakely_skye, miller_zoe, chiles_jordan, carey_jade","carey_jade, lee_sunisa, miller_zoe, chiles_jordan","blakely_skye, miller_zoe, chiles_jordan, carey_jade"
"biles_simone","mc_callum","chiles_jordan","miller_zoe","jones_shilese",2,0,1,203,2,"biles_simone, miller_zoe, jones_shilese, mc_callum","chiles_jordan, jones_shilese, biles_simone, miller_zoe","jones_shilese, mc_callum, biles_simone, miller_zoe","chiles_jordan, miller_zoe, biles_simone, mc_callum"
"biles_simone","lee_sunisa","blakely_skye","carey_jade","roberson_joscelyn",2,1,1,203,3,"lee_sunisa, carey_jade, roberson_joscelyn, blakely_skye","roberson_joscelyn, biles_simone, blakely_skye, lee_sunisa","biles_simone, roberson_joscelyn, blakely_skye, carey_jade","roberson_joscelyn, biles_simone, lee_sunisa, blakely_skye"
"mc_callum","lee_sunisa","matthews_nola","jones_shilese","roberson_joscelyn",2,2,0,203,4,"matthews_nola, jones_shilese, lee_sunisa, roberson_joscelyn","matthews_nola, roberson_joscelyn, lee_sunisa, mc_callum","matthews_nola, lee_sunisa, jones_shilese, roberson_joscelyn","roberson_joscelyn, mc_callum, lee_sunisa, matthews_nola"
"biles_simone","lee_sunisa","blakely_skye","jones_shilese","carey_jade",2,1,1,202,3,"lee_sunisa, carey_jade, biles_simone, blakely_skye","jones_shilese, carey_jade, biles_simone, lee_sunisa","carey_jade, lee_sunisa, biles_simone, jones_shilese","carey_jade, blakely_skye, biles_simone, lee_sunisa"
"biles_simone","matthews_nola","miller_zoe","carey_jade","roberson_joscelyn",3,0,1,202,3,"roberson_joscelyn, miller_zoe, biles_simone, carey_jade","matthews_nola, biles_simone, roberson_joscelyn, miller_zoe","roberson_joscelyn, matthews_nola, carey_jade, biles_simone","miller_zoe, carey_jade, biles_simone, roberson_joscelyn"
"skinner_mykayla","lee_sunisa","jones_shilese","carey_jade","roberson_joscelyn",2,1,0,202,3,"carey_jade, roberson_joscelyn, jones_shilese, lee_sunisa","roberson_joscelyn, skinner_mykayla, carey_jade, lee_sunisa","roberson_joscelyn, jones_shilese, lee_sunisa, carey_jade","lee_sunisa, skinner_mykayla, jones_shilese, carey_jade"
"biles_simone","skinner_mykayla","lee_sunisa","blakely_skye","jones_shilese",1,2,2,201,3,"jones_shilese, blakely_skye, skinner_mykayla, biles_simone","lee_sunisa, blakely_skye, skinner_mykayla, jones_shilese","lee_sunisa, biles_simone, jones_shilese, skinner_mykayla","skinner_mykayla, jones_shilese, lee_sunisa, biles_simone"
"biles_simone","skinner_mykayla","matthews_nola","miller_zoe","roberson_joscelyn",2,0,2,201,2,"matthews_nola, roberson_joscelyn, miller_zoe, skinner_mykayla","miller_zoe, roberson_joscelyn, skinner_mykayla, biles_simone","roberson_joscelyn, skinner_mykayla, biles_simone, matthews_nola","biles_simone, matthews_nola, skinner_mykayla, roberson_joscelyn"
"skinner_mykayla","mc_callum","lee_sunisa","matthews_nola","carey_jade",2,2,1,201,4,"matthews_nola, skinner_mykayla, mc_callum, lee_sunisa","skinner_mykayla, carey_jade, mc_callum, matthews_nola","mc_callum, skinner_mykayla, carey_jade, matthews_nola","carey_jade, mc_callum, skinner_mykayla, matthews_nola"
"biles_simone","mc_callum","lee_sunisa","miller_zoe","carey_jade",1,3,0,200,4,"carey_jade, mc_callum, biles_simone, lee_sunisa","biles_simone, mc_callum, lee_sunisa, miller_zoe","miller_zoe, lee_sunisa, mc_callum, carey_jade","lee_sunisa, mc_callum, biles_simone, carey_jade"
"biles_simone","mc_callum","chiles_jordan","matthews_nola","miller_zoe",2,1,1,200,3,"biles_simone, miller_zoe, chiles_jordan, mc_callum","chiles_jordan, matthews_nola, miller_zoe, biles_simone","miller_zoe, chiles_jordan, mc_callum, matthews_nola","mc_callum, chiles_jordan, biles_simone, matthews_nola"
"biles_simone","lee_sunisa","miller_zoe","carey_jade","roberson_joscelyn",1,2,1,200,3,"biles_simone, roberson_joscelyn, miller_zoe, carey_jade","carey_jade, miller_zoe, biles_simone, roberson_joscelyn","biles_simone, roberson_joscelyn, miller_zoe, lee_sunisa","biles_simone, carey_jade, miller_zoe, roberson_joscelyn"
"biles_simone","skinner_mykayla","mc_callum","lee_sunisa","roberson_joscelyn",2,2,0,199,4,"biles_simone, mc_callum, skinner_mykayla, lee_sunisa","skinner_mykayla, biles_simone, lee_sunisa, roberson_joscelyn","skinner_mykayla, biles_simone, mc_callum, lee_sunisa","lee_sunisa, biles_simone, roberson_joscelyn, skinner_mykayla"
"biles_simone","mc_callum","lee_sunisa","matthews_nola","jones_shilese",2,1,1,199,3,"biles_simone, lee_sunisa, mc_callum, matthews_nola","lee_sunisa, jones_shilese, mc_callum, matthews_nola","mc_callum, biles_simone, matthews_nola, lee_sunisa","jones_shilese, mc_callum, biles_simone, matthews_nola"
"biles_simone","skinner_mykayla","mc_callum","blakely_skye","matthews_nola",3,0,0,198,3,"matthews_nola, mc_callum, skinner_mykayla, biles_simone","blakely_skye, matthews_nola, mc_callum, skinner_mykayla","skinner_mykayla, matthews_nola, mc_callum, blakely_skye","biles_simone, mc_callum, blakely_skye, skinner_mykayla"
"biles_simone","skinner_mykayla","chiles_jordan","matthews_nola","carey_jade",1,3,0,198,4,"matthews_nola, carey_jade, skinner_mykayla, chiles_jordan","biles_simone, skinner_mykayla, matthews_nola, chiles_jordan","biles_simone, carey_jade, chiles_jordan, skinner_mykayla","carey_jade, skinner_mykayla, matthews_nola, biles_simone"
"mc_callum","lee_sunisa","chiles_jordan","matthews_nola","roberson_joscelyn",2,2,1,197,4,"roberson_joscelyn, chiles_jordan, matthews_nola, mc_callum","matthews_nola, mc_callum, chiles_jordan, lee_sunisa","lee_sunisa, chiles_jordan, roberson_joscelyn, matthews_nola","matthews_nola, roberson_joscelyn, mc_callum, chiles_jordan"
"biles_simone","skinner_mykayla","matthews_nola","miller_zoe","carey_jade",2,1,1,196,3,"matthews_nola, miller_zoe, carey_jade, skinner_mykayla","miller_zoe, biles_simone, matthews_nola, carey_jade","matthews_nola, carey_jade, miller_zoe, biles_simone","biles_simone, miller_zoe, skinner_mykayla, matthews_nola"
"biles_simone","skinner_mykayla","chiles_jordan","miller_zoe","roberson_joscelyn",2,1,0,195,3,"biles_simone, miller_zoe, skinner_mykayla, roberson_joscelyn","roberson_joscelyn, biles_simone, skinner_mykayla, chiles_jordan","skinner_mykayla, chiles_jordan, miller_zoe, roberson_joscelyn","biles_simone, miller_zoe, skinner_mykayla, chiles_jordan"
"biles_simone","mc_callum","lee_sunisa","blakely_skye","matthews_nola",1,3,2,195,4,"matthews_nola, lee_sunisa, biles_simone, blakely_skye","lee_sunisa, matthews_nola, biles_simone, mc_callum","lee_sunisa, mc_callum, blakely_skye, biles_simone","mc_callum, lee_sunisa, matthews_nola, blakely_skye"
"biles_simone","lee_sunisa","matthews_nola","miller_zoe","roberson_joscelyn",2,2,0,195,4,"biles_simone, roberson_joscelyn, lee_sunisa, miller_zoe","biles_simone, matthews_nola, roberson_joscelyn, lee_sunisa","roberson_joscelyn, lee_sunisa, miller_zoe, biles_simone","matthews_nola, miller_zoe, lee_sunisa, biles_simone"
"skinner_mykayla","lee_sunisa","chiles_jordan","blakely_skye","roberson_joscelyn",1,3,2,195,4,"skinner_mykayla, blakely_skye, roberson_joscelyn, chiles_jordan","lee_sunisa, skinner_mykayla, chiles_jordan, blakely_skye","skinner_mykayla, roberson_joscelyn, chiles_jordan, blakely_skye","roberson_joscelyn, lee_sunisa, blakely_skye, chiles_jordan"
"mc_callum","lee_sunisa","chiles_jordan","miller_zoe","roberson_joscelyn",1,3,2,194,4,"mc_callum, roberson_joscelyn, lee_sunisa, miller_zoe","roberson_joscelyn, mc_callum, miller_zoe, lee_sunisa","miller_zoe, roberson_joscelyn, chiles_jordan, mc_callum","roberson_joscelyn, lee_sunisa, miller_zoe, mc_callum"
"biles_simone","blakely_skye","miller_zoe","jones_shilese","carey_jade",2,1,1,193,3,"biles_simone, miller_zoe, jones_shilese, carey_jade","jones_shilese, blakely_skye, miller_zoe, carey_jade","biles_simone, blakely_skye, miller_zoe, jones_shilese","miller_zoe, biles_simone, carey_jade, jones_shilese"
"biles_simone","skinner_mykayla","chiles_jordan","blakely_skye","carey_jade",1,2,1,192,3,"carey_jade, chiles_jordan, biles_simone, skinner_mykayla","blakely_skye, carey_jade, skinner_mykayla, chiles_jordan","biles_simone, carey_jade, blakely_skye, chiles_jordan","skinner_mykayla, chiles_jordan, biles_simone, carey_jade"
"biles_simone","mc_callum","chiles_jordan","blakely_skye","jones_shilese",0,4,1,192,4,"jones_shilese, chiles_jordan, blakely_skye, biles_simone","chiles_jordan, blakely_skye, biles_simone, mc_callum","chiles_jordan, blakely_skye, jones_shilese, biles_simone","biles_simone, mc_callum, blakely_skye, jones_shilese"
"biles_simone","chiles_jordan","miller_zoe","jones_shilese","carey_jade",1,2,0,192,3,"miller_zoe, jones_shilese, carey_jade, biles_simone","jones_shilese, miller_zoe, chiles_jordan, biles_simone","chiles_jordan, miller_zoe, carey_jade, jones_shilese","jones_shilese, chiles_jordan, biles_simone, miller_zoe"
"mc_callum","lee_sunisa","miller_zoe","jones_shilese","carey_jade",1,2,1,191,3,"lee_sunisa, mc_callum, jones_shilese, carey_jade","lee_sunisa, carey_jade, miller_zoe, jones_shilese","lee_sunisa, carey_jade, miller_zoe, jones_shilese","mc_callum, lee_sunisa, miller_zoe, jones_shilese"
"biles_simone","mc_callum","lee_sunisa","blakely_skye","carey_jade",2,1,1,190,3,"biles_simone, mc_callum, lee_sunisa, carey_jade","mc_callum, biles_simone, carey_jade, lee_sunisa","lee_sunisa, blakely_skye, biles_simone, carey_jade","mc_callum, blakely_skye, lee_sunisa, biles_simone"
"biles_simone","chiles_jordan","blakely_skye","matthews_nola","miller_zoe",2,1,2,190,3,"biles_simone, blakely_skye, matthews_nola, chiles_jordan","chiles_jordan, biles_simone, miller_zoe, matthews_nola","miller_zoe, chiles_jordan, blakely_skye, biles_simone","biles_simone, matthews_nola, blakely_skye, chiles_jordan"
"skinner_mykayla","mc_callum","lee_sunisa","blakely_skye","jones_shilese",1,2,2,190,3,"mc_callum, skinner_mykayla, jones_shilese, blakely_skye","mc_callum, jones_shilese, skinner_mykayla, blakely_skye","jones_shilese, skinner_mykayla, lee_sunisa, blakely_skye","blakely_skye, mc_callum, lee_sunisa, jones_shilese"
"skinner_mykayla","mc_callum","lee_sunisa","jones_shilese","carey_jade",2,0,2,190,2,"lee_sunisa, carey_jade, mc_callum, jones_shilese","lee_sunisa, mc_callum, jones_shilese, carey_jade","skinner_mykayla, jones_shilese, mc_callum, lee_sunisa","jones_shilese, skinner_mykayla, mc_callum, lee_sunisa"
"lee_sunisa","matthews_nola","miller_zoe","carey_jade","roberson_joscelyn",2,1,2,190,3,"miller_zoe, matthews_nola, carey_jade, roberson_joscelyn","carey_jade, miller_zoe, lee_sunisa, matthews_nola","matthews_nola, roberson_joscelyn, miller_zoe, carey_jade","matthews_nola, roberson_joscelyn, lee_sunisa, miller_zoe"
"biles_simone","skinner_mykayla","mc_callum","chiles_jordan","roberson_joscelyn",2,1,0,189,3,"mc_callum, chiles_jordan, biles_simone, roberson_joscelyn","mc_callum, biles_simone, roberson_joscelyn, skinner_mykayla","chiles_jordan, biles_simone, roberson_joscelyn, skinner_mykayla","chiles_jordan, roberson_joscelyn, mc_callum, skinner_mykayla"
"biles_simone","skinner_mykayla","mc_callum","miller_zoe","roberson_joscelyn",2,1,0,189,3,"skinner_mykayla, miller_zoe, mc_callum, roberson_joscelyn","skinner_mykayla, roberson_joscelyn, miller_zoe, biles_simone","miller_zoe, roberson_joscelyn, biles_simone, mc_callum","skinner_mykayla, biles_simone, miller_zoe, roberson_joscelyn"
"biles_simone","mc_callum","matthews_nola","carey_jade","roberson_joscelyn",1,2,1,189,3,"mc_callum, roberson_joscelyn, matthews_nola, carey_jade","matthews_nola, biles_simone, roberson_joscelyn, carey_jade","carey_jade, mc_callum, biles_simone, matthews_nola","biles_simone, roberson_joscelyn, mc_callum, matthews_nola"
"skinner_mykayla","lee_sunisa","matthews_nola","jones_shilese","carey_jade",1,2,1,188,3,"matthews_nola, lee_sunisa, skinner_mykayla, jones_shilese","carey_jade, jones_shilese, skinner_mykayla, matthews_nola","carey_jade, matthews_nola, lee_sunisa, jones_shilese","carey_jade, jones_shilese, lee_sunisa, skinner_mykayla"
"lee_sunisa","blakely_skye","miller_zoe","jones_shilese","roberson_joscelyn",2,1,1,188,3,"lee_sunisa, jones_shilese, roberson_joscelyn, blakely_skye","lee_sunisa, jones_shilese, blakely_skye, roberson_joscelyn","blakely_skye, miller_zoe, roberson_joscelyn, lee_sunisa","miller_zoe, blakely_skye, jones_shilese, roberson_joscelyn"
"lee_sunisa","matthews_nola","jones_shilese","carey_jade","roberson_joscelyn",1,2,2,188,3,"matthews_nola, roberson_joscelyn, lee_sunisa, carey_jade","matthews_nola, carey_jade, jones_shilese, lee_sunisa","roberson_joscelyn, lee_sunisa, matthews_nola, jones_shilese","matthews_nola, jones_shilese, roberson_joscelyn, lee_sunisa"
"biles_simone","mc_callum","lee_sunisa","blakely_skye","miller_zoe",2,1,0,187,3,"mc_callum, blakely_skye, biles_simone, miller_zoe","lee_sunisa, mc_callum, biles_simone, blakely_skye","blakely_skye, mc_callum, lee_sunisa, biles_simone","blakely_skye, mc_callum, miller_zoe, lee_sunisa"
"biles_simone","mc_callum","blakely_skye","matthews_nola","miller_zoe",2,2,0,185,4,"mc_callum, blakely_skye, matthews_nola, biles_simone","biles_simone, matthews_nola, mc_callum, blakely_skye","biles_simone, mc_callum, matthews_nola, blakely_skye","matthews_nola, miller_zoe, biles_simone, blakely_skye"
"biles_simone","mc_callum","miller_zoe","jones_shilese","roberson_joscelyn",1,2,2,185,3,"biles_simone, roberson_joscelyn, miller_zoe, jones_shilese","miller_zoe, mc_callum, jones_shilese, roberson_joscelyn","mc_callum, jones_shilese, roberson_joscelyn, miller_zoe","mc_callum, miller_zoe, biles_simone, roberson_joscelyn"
"biles_simone","chiles_jordan","blakely_skye","miller_zoe","jones_shilese",2,1,1,185,3,"blakely_skye, chiles_jordan, biles_simone, miller_zoe","blakely_skye, chiles_jordan, jones_shilese, miller_zoe","chiles_jordan, biles_simone, blakely_skye, jones_shilese","chiles_jordan, biles_simone, jones_shilese, blakely_skye"
"skinner_mykayla","lee_sunisa","matthews_nola","miller_zoe","carey_jade",1,2,1,185,3,"skinner_mykayla, carey_jade, miller_zoe, matthews_nola","miller_zoe, matthews_nola, lee_sunisa, carey_jade","skinner_mykayla, lee_sunisa, matthews_nola, miller_zoe","miller_zoe, matthews_nola, carey_jade, skinner_mykayla"
"lee_sunisa","chiles_jordan","blakely_skye","matthews_nola","roberson_joscelyn",2,2,0,185,4,"lee_sunisa, chiles_jordan, blakely_skye, matthews_nola","blakely_skye, matthews_nola, roberson_joscelyn, lee_sunisa","lee_sunisa, blakely_skye, roberson_joscelyn, matthews_nola","roberson_joscelyn, blakely_skye, matthews_nola, chiles_jordan"
"biles_simone","skinner_mykayla","mc_callum","lee_sunisa","chiles_jordan",2,0,1,184,2,"mc_callum, chiles_jordan, skinner_mykayla, lee_sunisa","biles_simone, lee_sunisa, skinner_mykayla, mc_callum","mc_callum, lee_sunisa, skinner_mykayla, biles_simone","chiles_jordan, biles_simone, lee_sunisa, skinner_mykayla"
"biles_simone","skinner_mykayla","blakely_skye","miller_zoe","carey_jade",2,1,1,184,3,"biles_simone, miller_zoe, carey_jade, blakely_skye","biles_simone, carey_jade, miller_zoe, blakely_skye","miller_zoe, skinner_mykayla, blakely_skye, biles_simone","carey_jade, miller_zoe, biles_simone, blakely_skye"
"mc_callum","lee_sunisa","chiles_jordan","matthews_nola","jones_shilese",1,2,2,184,3,"lee_sunisa, jones_shilese, mc_callum, matthews_nola","lee_sunisa, chiles_jordan, matthews_nola, jones_shilese","jones_shilese, matthews_nola, chiles_jordan, mc_callum","mc_callum, lee_sunisa, jones_shilese, chiles_jordan"
"biles_simone","skinner_mykayla","mc_callum","lee_sunisa","matthews_nola",1,2,1,183,3,"mc_callum, lee_sunisa, biles_simone, matthews_nola","matthews_nola, skinner_mykayla, biles_simone, mc_callum","mc_callum, biles_simone, matthews_nola, lee_sunisa","biles_simone, lee_sunisa, skinner_mykayla, matthews_nola"
"biles_simone","chiles_jordan","matthews_nola","miller_zoe","jones_shilese",2,1,1,183,3,"biles_simone, jones_shilese, chiles_jordan, miller_zoe","biles_simone, chiles_jordan, matthews_nola, miller_zoe","miller_zoe, matthews_nola, jones_shilese, chiles_jordan","biles_simone, jones_shilese, matthews_nola, chiles_jordan"
"biles_simone","blakely_skye","matthews_nola","jones_shilese","roberson_joscelyn",2,1,1,183,3,"jones_shilese, blakely_skye, matthews_nola, roberson_joscelyn","jones_shilese, roberson_joscelyn, matthews_nola, biles_simone","blakely_skye, biles_simone, matthews_nola, jones_shilese","blakely_skye, biles_simone, roberson_joscelyn, matthews_nola"
"skinner_mykayla","mc_callum","lee_sunisa","carey_jade","roberson_joscelyn",1,2,1,183,3,"carey_jade, skinner_mykayla, roberson_joscelyn, mc_callum","lee_sunisa, roberson_joscelyn, skinner_mykayla, carey_jade","skinner_mykayla, lee_sunisa, mc_callum, roberson_joscelyn","mc_callum, roberson_joscelyn, lee_sunisa, skinner_mykayla"
"skinner_mykayla","lee_sunisa","chiles_jordan","jones_shilese","carey_jade",0,3,1,183,3,"jones_shilese, carey_jade, chiles_jordan, lee_sunisa","carey_jade, skinner_mykayla, lee_sunisa, jones_shilese","jones_shilese, chiles_jordan, carey_jade, lee_sunisa","carey_jade, jones_shilese, skinner_mykayla, chiles_jordan"
"biles_simone","mc_callum","lee_sunisa","carey_jade","roberson_joscelyn",2,0,2,182,2,"biles_simone, mc_callum, roberson_joscelyn, lee_sunisa","carey_jade, mc_callum, biles_simone, lee_sunisa","biles_simone, roberson_joscelyn, mc_callum, lee_sunisa","lee_sunisa, carey_jade, biles_simone, roberson_joscelyn"
"biles_simone","mc_callum","blakely_skye","jones_shilese","carey_jade",2,0,1,182,2,"mc_callum, blakely_skye, carey_jade, biles_simone","biles_simone, blakely_skye, carey_jade, mc_callum","biles_simone, mc_callum, carey_jade, jones_shilese","biles_simone, carey_jade, blakely_skye, mc_callum"
"biles_simone","mc_callum","matthews_nola","miller_zoe","carey_jade",1,2,0,182,3,"carey_jade, biles_simone, matthews_nola, miller_zoe","matthews_nola, miller_zoe, carey_jade, mc_callum","carey_jade, matthews_nola, miller_zoe, biles_simone","matthews_nola, miller_zoe, mc_callum, biles_simone"
"biles_simone","mc_callum","blakely_skye","miller_zoe","roberson_joscelyn",2,1,0,181,3,"biles_simone, roberson_joscelyn, blakely_skye, miller_zoe","biles_simone, miller_zoe, mc_callum, blakely_skye","blakely_skye, mc_callum, biles_simone, roberson_joscelyn","roberson_joscelyn, mc_callum, miller_zoe, biles_simone"
"biles_simone","lee_sunisa","miller_zoe","jones_shilese","roberson_joscelyn",0,3,2,181,3,"miller_zoe, lee_sunisa, jones_shilese, roberson_joscelyn","roberson_joscelyn, lee_sunisa, miller_zoe, biles_simone","jones_shilese, roberson_joscelyn, lee_sunisa, miller_zoe","biles_simone, miller_zoe, lee_sunisa, jones_shilese"
"biles_simone","skinner_mykayla","lee_sunisa","chiles_jordan","matthews_nola",2,0,0,180,2,"skinner_mykayla, chiles_jordan, lee_sunisa, matthews_nola","lee_sunisa, chiles_jordan, biles_simone, skinner_mykayla","biles_simone, matthews_nola, lee_sunisa, chiles_jordan","skinner_mykayla, lee_sunisa, biles_simone, chiles_jordan"
"biles_simone","mc_callum","chiles_jordan","carey_jade","roberson_joscelyn",1,2,1,180,3,"biles_simone, roberson_joscelyn, mc_callum, carey_jade","chiles_jordan, mc_callum, roberson_joscelyn, biles_simone","biles_simone, carey_jade, roberson_joscelyn, chiles_jordan","roberson_joscelyn, chiles_jordan, carey_jade, mc_callum"
"biles_simone","lee_sunisa","chiles_jordan","blakely_skye","matthews_nola",2,0,1,180,2,"blakely_skye, matthews_nola, lee_sunisa, chiles_jordan","chiles_jordan, matthews_nola, lee_sunisa, biles_simone","matthews_nola, lee_sunisa, biles_simone, chiles_jordan","lee_sunisa, matthews_nola, biles_simone, blakely_skye"
"biles_simone","skinner_mykayla","mc_callum","jones_shilese","carey_jade",1,3,1,179,4,"carey_jade, jones_shilese, mc_callum, skinner_mykayla","jones_shilese, carey_jade, skinner_mykayla, mc_callum","jones_shilese, skinner_mykayla, carey_jade, biles_simone","skinner_mykayla, carey_jade, biles_simone, mc_callum"
"biles_simone","mc_callum","lee_sunisa","chiles_jordan","miller_zoe",1,1,3,179,2,"mc_callum, miller_zoe, biles_simone, lee_sunisa","biles_simone, chiles_jordan, miller_zoe, mc_callum","miller_zoe, lee_sunisa, chiles_jordan, mc_callum","chiles_jordan, biles_simone, lee_sunisa, miller_zoe"
"biles_simone","chiles_jordan","miller_zoe","carey_jade","roberson_joscelyn",1,2,1,179,3,"carey_jade, chiles_jordan, miller_zoe, biles_simone","biles_simone, roberson_joscelyn, miller_zoe, chiles_jordan","carey_jade, chiles_jordan, miller_zoe, biles_simone","miller_zoe, chiles_jordan, biles_simone, roberson_joscelyn"
"biles_simone","blakely_skye","matthews_nola","miller_zoe","roberson_joscelyn",0,4,1,178,4,"matthews_nola, miller_zoe, biles_simone, blakely_skye","roberson_joscelyn, matthews_nola, miller_zoe, blakely_skye","miller_zoe, blakely_skye, biles_simone, roberson_joscelyn","biles_simone, miller_zoe, matthews_nola, roberson_joscelyn"
"biles_simone","skinner_mykayla","mc_callum","lee_sunisa","jones_shilese",2,0,1,177,2,"jones_shilese, skinner_mykayla, lee_sunisa, biles_simone","jones_shilese, biles_simone, mc_callum, skinner_mykayla","lee_sunisa, skinner_mykayla, jones_shilese, biles_simone","lee_sunisa, mc_callum, biles_simone, skinner_mykayla"
"biles_simone","skinner_mykayla","lee_sunisa","chiles_jordan","jones_shilese",0,3,1,177,3,"chiles_jordan, lee_sunisa, jones_shilese, biles_simone","lee_sunisa, biles_simone, skinner_mykayla, jones_shilese","skinner_mykayla, jones_shilese, biles_simone, lee_sunisa","jones_shilese, biles_simone, chiles_jordan, skinner_mykayla"
"biles_simone","skinner_mykayla","miller_zoe","jones_shilese","carey_jade",1,2,0,176,3,"miller_zoe, biles_simone, carey_jade, jones_shilese","biles_simone, carey_jade, jones_shilese, miller_zoe","skinner_mykayla, carey_jade, jones_shilese, miller_zoe","skinner_mykayla, carey_jade, miller_zoe, jones_shilese"
"biles_simone","lee_sunisa","matthews_nola","jones_shilese","carey_jade",0,3,2,176,3,"carey_jade, biles_simone, lee_sunisa, matthews_nola","carey_jade, matthews_nola, biles_simone, jones_shilese","lee_sunisa, biles_simone, matthews_nola, jones_shilese","matthews_nola, lee_sunisa, jones_shilese, carey_jade"
"skinner_mykayla","chiles_jordan","matthews_nola","jones_shilese","carey_jade",1,3,0,176,4,"jones_shilese, matthews_nola, chiles_jordan, carey_jade","jones_shilese, chiles_jordan, carey_jade, matthews_nola","matthews_nola, carey_jade, jones_shilese, skinner_mykayla","chiles_jordan, jones_shilese, skinner_mykayla, matthews_nola"
"biles_simone","skinner_mykayla","blakely_skye","jones_shilese","carey_jade",1,2,0,175,3,"skinner_mykayla, jones_shilese, biles_simone, carey_jade","blakely_skye, biles_simone, skinner_mykayla, jones_shilese","carey_jade, biles_simone, jones_shilese, skinner_mykayla","carey_jade, blakely_skye, skinner_mykayla, jones_shilese"
"biles_simone","skinner_mykayla","blakely_skye","carey_jade","roberson_joscelyn",0,3,3,175,3,"skinner_mykayla, biles_simone, blakely_skye, carey_jade","blakely_skye, biles_simone, carey_jade, roberson_joscelyn","biles_simone, carey_jade, blakely_skye, skinner_mykayla","roberson_joscelyn, skinner_mykayla, blakely_skye, biles_simone"
"biles_simone","lee_sunisa","matthews_nola","miller_zoe","carey_jade",1,2,1,175,3,"biles_simone, miller_zoe, lee_sunisa, carey_jade","biles_simone, carey_jade, lee_sunisa, matthews_nola","matthews_nola, lee_sunisa, carey_jade, miller_zoe","miller_zoe, matthews_nola, lee_sunisa, carey_jade"
"biles_simone","chiles_jordan","matthews_nola","miller_zoe","carey_jade",2,1,0,174,3,"miller_zoe, matthews_nola, biles_simone, chiles_jordan","carey_jade, miller_zoe, biles_simone, chiles_jordan","carey_jade, miller_zoe, chiles_jordan, matthews_nola","chiles_jordan, biles_simone, matthews_nola, miller_zoe"
"biles_simone","chiles_jordan","matthews_nola","miller_zoe","roberson_joscelyn",1,2,2,174,3,"matthews_nola, chiles_jordan, biles_simone, roberson_joscelyn","miller_zoe, chiles_jordan, matthews_nola, roberson_joscelyn","matthews_nola, biles_simone, roberson_joscelyn, chiles_jordan","chiles_jordan, miller_zoe, roberson_joscelyn, matthews_nola"
"skinner_mykayla","lee_sunisa","matthews_nola","jones_shilese","roberson_joscelyn",1,2,2,174,3,"matthews_nola, roberson_joscelyn, jones_shilese, skinner_mykayla","roberson_joscelyn, lee_sunisa, jones_shilese, skinner_mykayla","roberson_joscelyn, skinner_mykayla, jones_shilese, lee_sunisa","lee_sunisa, roberson_joscelyn, matthews_nola, jones_shilese"
"biles_simone","mc_callum","chiles_jordan","jones_shilese","roberson_joscelyn",1,2,1,173,3,"jones_shilese, chiles_jordan, mc_callum, biles_simone","roberson_joscelyn, jones_shilese, mc_callum, chiles_jordan","mc_callum, chiles_jordan, biles_simone, jones_shilese","roberson_joscelyn, jones_shilese, chiles_jordan, biles_simone"
"biles_simone","lee_sunisa","chiles_jordan","blakely_skye","carey_jade",1,2,1,173,3,"lee_sunisa, blakely_skye, biles_simone, chiles_jordan","carey_jade, biles_simone, chiles_jordan, lee_sunisa","carey_jade, biles_simone, blakely_skye, chiles_jordan","blakely_skye, chiles_jordan, biles_simone, carey_jade"
"skinner_mykayla","lee_sunisa","blakely_skye","carey_jade","roberson_joscelyn",1,2,1,173,3,"roberson_joscelyn, carey_jade, blakely_skye, lee_sunisa","skinner_mykayla, carey_jade, lee_sunisa, blakely_skye","skinner_mykayla, roberson_joscelyn, carey_jade, lee_sunisa","lee_sunisa, skinner_mykayla, roberson_joscelyn, carey_jade"
"biles_simone","mc_callum","chiles_jordan","miller_zoe","carey_jade",1,2,1,172,3,"biles_simone, miller_zoe, chiles_jordan, mc_callum","biles_simone, carey_jade, chiles_jordan, miller_zoe","miller_zoe, chiles_jordan, mc_callum, biles_simone","biles_simone, carey_jade, chiles_jordan, miller_zoe"
